Group	PFAM_PROPHANE	PFAM_MANTIS	KO_MANTIS	KO_MANTIS_CONSENSUS	GP_DB1UniProt_S03	GP_DB1UniProt_S05	GP_DB1UniProt_S07	GP_DB1UniProt_S11	GP_DB1UniProt_S08	GP_DB1UniProt_S14	MPA_DB1UniProt_S03	MPA_DB1UniProt_S05	MPA_DB1UniProt_S07	MPA_DB1UniProt_S11	MPA_DB1UniProt_S08	MPA_DB1UniProt_S14	MQ_DB1UniProt_S03	MQ_DB1UniProt_S05	MQ_DB1UniProt_S07	MQ_DB1UniProt_S11	MQ_DB1UniProt_S08	MQ_DB1UniProt_S14	PD_DB1UniProt_S03	PD_DB1UniProt_S05	PD_DB1UniProt_S07	PD_DB1UniProt_S11	PD_DB1UniProt_S08	PD_DB1UniProt_S14
A0A1C7I5H3	-;		K21071;K02351;K07245;K00850;K00895;	K21071	67.0	113.0	10.0	64.0	37.0	12.0	58.0	97.0	9.0	55.0	18.0	8.0	48.0	57.0	22.0	71.0	18.0	14.0	65.0	92.0	10.0	52.0	33.0	9.0
B0N235	-;		K02914;	K02914	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
B0N1R7	PF01212;	PF01276;PF03711;	K01585;K01583;K01584;K01581;K01582;	K01585	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
B0N237	-;	PF02096;	K03217;	K03217	2.0	3.0	0.0	2.0	3.0	0.0	2.0	2.0	0.0	2.0	3.0	0.0	4.0	5.0	0.0	2.0	4.0	0.0	2.0	3.0	0.0	2.0	3.0	0.0
B0N238	-;	PF01424;	K09749;K06346;	K06346	2.0	4.0	0.0	2.0	0.0	0.0	1.0	3.0	0.0	2.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	2.0	4.0	1.0	2.0	0.0	0.0
Q8A4B4	-;		K03577;K18939;		4.0	3.0	2.0	17.0	6.0	3.0	4.0	1.0	1.0	13.0	3.0	5.0	6.0	3.0	6.0	21.0	4.0	7.0	4.0	3.0	1.0	16.0	6.0	4.0
A0A1C7IFI0	-;		K02529;	K02529	1.0	2.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	2.0	2.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0
Q8A4B5	-;		K12340;	K12340	23.0	30.0	11.0	33.0	18.0	35.0	21.0	27.0	9.0	33.0	12.0	12.0	27.0	27.0	22.0	37.0	22.0	26.0	22.0	32.0	11.0	30.0	19.0	14.0
Q8A4B6	-;		K03585;	K03585	54.0	77.0	22.0	46.0	33.0	30.0	47.0	60.0	20.0	33.0	22.0	14.0	43.0	46.0	36.0	60.0	34.0	19.0	49.0	56.0	22.0	42.0	28.0	10.0
Q8A4B7	PF03176;		K18307;K18989;K18902;K18146;K18322;K18324;K18303;K18095;K01361;K21133;K18296;K19585;K07003;K21134;K07788;K07787;K07789;K18299;K18138;K12257;K18899;K18142;K19594;K03296;K20276;	K03296	31.0	53.0	7.0	105.0	34.0	38.0	24.0	42.0	6.0	79.0	24.0	9.0	33.0	40.0	12.0	91.0	30.0	33.0	27.0	47.0	5.0	97.0	33.0	14.0
Q8A4B0	PF02971;	PF02971;	K13990;K00603;K01746;	K00603	5.0	7.0	2.0	8.0	7.0	18.0	3.0	6.0	0.0	6.0	6.0	4.0	5.0	9.0	4.0	7.0	8.0	9.0	4.0	6.0	3.0	6.0	8.0	6.0
Q8A4B1	-;		K01468;	K01468	1.0	2.0	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	1.0	3.0	0.0	1.0	0.0	0.0
Q8A4B2	PF04961;		K13990;K01746;K01500;	K01500	0.0	0.0	1.0	5.0	3.0	0.0	0.0	0.0	1.0	4.0	2.0	0.0	0.0	0.0	4.0	5.0	2.0	0.0	0.0	0.0	1.0	4.0	3.0	0.0
Q8A4B3	-;		K21181;K01745;K01468;K10774;K10775;	K01745	0.0	0.0	1.0	1.0	1.0	2.0	0.0	0.0	1.0	1.0	1.0	2.0	0.0	0.0	2.0	0.0	0.0	3.0	0.0	0.0	0.0	1.0	1.0	2.0
C4IHI2	unclassified;				0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
A0A1C7IFI4	-;		K03610;K02338;	K02338	16.0	30.0	0.0	6.0	6.0	6.0	12.0	16.0	0.0	3.0	3.0	3.0	21.0	29.0	0.0	9.0	8.0	7.0	14.0	31.0	0.0	5.0	10.0	6.0
A0A1C7IFI1	-;	PF02421;	K04759;K06398;	K04759	0.0	1.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
B0N228	PF13508;	PF00583;	K03824;	K03824	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
B0N229	-;	PF03989;PF00521;	K02469;	K02469	1.0	7.0	1.0	1.0	2.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	1.0	4.0	0.0	7.0	6.0	0.0	1.0	3.0	1.0	1.0	2.0	0.0
A0A1C7IFH9	-;	PF07883;			0.0	2.0	0.0	0.0	0.0	2.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0
Q8G5S7	PF02421;	PF01926;	K19788;K06942;	K19788	2.0	3.0	0.0	4.0	6.0	2.0	2.0	1.0	0.0	2.0	0.0	1.0	2.0	2.0	0.0	3.0	4.0	0.0	2.0	0.0	0.0	4.0	6.0	1.0
A0A1C7I5G4	-;		K13772;K13771;K07058;K17472;K19587;K04487;K13643;	K13772	0.0	0.0	0.0	2.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0
B0N1Q2	-;	PF14681;	K00761;	K00761	18.0	26.0	2.0	10.0	10.0	0.0	15.0	21.0	1.0	9.0	4.0	0.0	16.0	16.0	2.0	13.0	14.0	0.0	11.0	17.0	2.0	7.0	9.0	0.0
B0N222	PF00990;	PF13426;PF08447;	K11711;K14986;K03320;K02030;K11959;K01769;K03407;K01768;K03406;K05962;K20965;K12132;K13243;K17763;K02491;K11525;K13924;K11527;K07814;K21084;K07716;K02660;K02482;K07675;K07315;K07679;	K21084K20965	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	2.0	2.0	2.0	0.0
A0A1C7I5G5	-;	PF08367;	K06972;	K06972	1.0	5.0	0.0	15.0	1.0	0.0	1.0	4.0	0.0	13.0	0.0	2.0	4.0	9.0	0.0	23.0	0.0	0.0	1.0	6.0	0.0	19.0	1.0	2.0
B0N1Q3	-;		K18847;K00605;K00600;	K00600	21.0	30.0	1.0	17.0	15.0	0.0	13.0	16.0	0.0	9.0	12.0	1.0	22.0	20.0	0.0	13.0	18.0	0.0	18.0	19.0	2.0	13.0	15.0	1.0
B0N1Q4	-;		K00761;K01808;K01819;K00568;K21911;	K01808	2.0	0.0	0.0	4.0	4.0	0.0	1.0	0.0	0.0	3.0	3.0	0.0	5.0	2.0	0.0	3.0	2.0	0.0	2.0	0.0	0.0	2.0	4.0	0.0
Q8A4B8	-;				3.0	0.0	2.0	3.0	6.0	2.0	2.0	0.0	2.0	3.0	4.0	1.0	3.0	0.0	4.0	4.0	4.0	4.0	2.0	0.0	1.0	3.0	6.0	1.0
Q8G640	-;	PF07929;			0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
A0A1C7I5G1	-;				0.0	0.0	1.0	2.0	6.0	0.0	0.0	0.0	0.0	1.0	3.0	0.0	0.0	0.0	2.0	1.0	6.0	0.0	0.0	0.0	1.0	2.0	5.0	0.0
Q8G5Z3	PF00501;		K01897;	K01897	0.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
A0A1C7IFL3	-;	PF13349;DUF4097;	K15773;K14682;K07075;K07110;K13655;K16868;K19417;K07726;K20480;K00790;K03088;K07729;K20342;K00558;K22300;K01424;K03427;K00059;K14056;K02806;K18830;K18831;K15546;K19449;K20391;K01155;K01990;K02760;K20373;K22299;K20374;K14260;K21686;K20375;K21405;K00963;K01356;	K22300	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
B0N290	-;	PF02255;PF02302;PF02378;	K02759;K02786;	K02759	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Q8G5Z4	-;		K00324;K00322;	K00324	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
A0A1C7IFL0	-;		K03698;K12070;	K03698	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
G8JZS4	PF14509;		K21574;	K21574	714.0	985.0	121.0	693.0	241.0	539.0	588.0	789.0	93.0	560.0	120.0	226.0	265.0	362.0	204.0	423.0	118.0	178.0	646.0	889.0	112.0	588.0	216.0	246.0
G8JZS5	PF13377;		K07979;K07978;K01990;K02525;K03710;	K02525	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	2.0	0.0
Q8G5Z2	PF04548;		K03595;K06883;	K03595	0.0	0.0	1.0	2.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	2.0	3.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0
G8JZS6	PF16411;	PF16411;			303.0	345.0	68.0	246.0	31.0	96.0	280.0	325.0	60.0	210.0	20.0	40.0	81.0	130.0	90.0	151.0	16.0	31.0	246.0	318.0	62.0	192.0	30.0	36.0
Q8A4I7	-;				0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
B0N294	-;	PF01112;	K13051;K01424;K01444;	K01444	4.0	5.0	0.0	3.0	8.0	0.0	3.0	5.0	0.0	3.0	7.0	0.0	6.0	6.0	0.0	3.0	8.0	0.0	2.0	5.0	0.0	3.0	8.0	0.0
P0A8E1	-;	PF05728;UPF0227;			2.0	3.0	0.0	3.0	1.0	2.0	2.0	2.0	0.0	3.0	1.0	2.0	4.0	6.0	0.0	6.0	2.0	4.0	2.0	3.0	0.0	3.0	1.0	2.0
B0N295	PF01546;		K01270;K02083;K13049;K02004;K18151;K01295;K01274;K01439;K20895;K01438;K09967;K00930;K01436;K06016;K05831;	K01439	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	2.0	0.0	4.0	0.0
B0N296	PF03932;		K06201;K05666;	K06201	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
G8JZS9	PF13545;		K16326;K18109;K10187;K16922;K01420;K03885;K03321;K04739;K07003;K21555;K09766;K01425;K21558;K21556;K12132;K13642;K15762;K15861;K04072;K07001;K00925;K21828;K02003;K03455;K03499;K00384;K22490;K21562;K02021;K21561;K10716;K10914;K20074;K21560;K07058;K21884;K01734;K01999;K06147;K21564;K21563;K04069;K07216;K07315;K03316;K03778;	K21556	7.0	11.0	1.0	10.0	7.0	11.0	6.0	12.0	1.0	6.0	5.0	6.0	7.0	18.0	2.0	13.0	6.0	18.0	7.0	15.0	1.0	11.0	7.0	6.0
A0A1C7IFL9	-;		K11184;	K11184	34.0	37.0	12.0	36.0	20.0	35.0	33.0	33.0	8.0	33.0	14.0	18.0	28.0	28.0	24.0	26.0	14.0	14.0	34.0	35.0	12.0	35.0	22.0	21.0
A0A1C7IFL6	-;		K00244;K18209;K00239;	K00239	44.0	63.0	18.0	121.0	36.0	27.0	23.0	33.0	14.0	90.0	29.0	8.0	35.0	67.0	36.0	94.0	24.0	20.0	42.0	69.0	15.0	112.0	24.0	6.0
Q8A4I0	-;	PF00512;	K07679;	K07679	0.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	5.0	1.0	0.0
P0A8E7	-;	PF04461;DUF520;			4.0	4.0	3.0	10.0	4.0	12.0	3.0	4.0	3.0	8.0	2.0	5.0	4.0	12.0	8.0	9.0	2.0	12.0	4.0	5.0	4.0	9.0	1.0	4.0
B0N1X9	-;		K00788;K06997;	K06997	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
A0A1C7I5J8	-;	PF12685;			0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
G8JZT0	PF14292;	PF14292;PF16411;	K21571;		223.0	274.0	35.0	182.0	76.0	278.0	208.0	240.0	30.0	174.0	53.0	122.0	93.0	121.0	52.0	109.0	32.0	47.0	203.0	257.0	35.0	156.0	64.0	115.0
G8JZT1	-;		K22130;K18847;K03077;K01628;K01629;K10622;K11216;K08963;K18256;K08966;K08964;K18613;	K01628	1.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0
G8JZT2	PF07690;				0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
B0N1W0	PF00890;	PF03275;	K01854;	K01854	7.0	9.0	0.0	2.0	2.0	0.0	3.0	5.0	0.0	1.0	1.0	0.0	8.0	8.0	0.0	0.0	2.0	0.0	6.0	8.0	0.0	2.0	2.0	0.0
B0N1W1	unclassified;				5.0	3.0	0.0	1.0	1.0	0.0	3.0	1.0	0.0	1.0	2.0	0.0	6.0	8.0	0.0	1.0	2.0	0.0	6.0	5.0	0.0	1.0	5.0	0.0
P0A8F4	-;	PF00485;	K00867;K00876;K00855;	K00876	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	2.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0
Q8G5Y1	-;		K09013;	K09013	1.0	1.0	0.0	1.0	3.0	0.0	0.0	0.0	0.0	1.0	2.0	0.0	0.0	1.0	0.0	3.0	4.0	0.0	0.0	1.0	0.0	1.0	3.0	0.0
B0N1W2	PF00535;		K12990;K07011;K20444;	K12990	1.0	2.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
Q8A4H6	PF07470;		K01218;		5.0	9.0	0.0	7.0	2.0	4.0	5.0	8.0	0.0	5.0	1.0	0.0	5.0	10.0	0.0	7.0	2.0	0.0	5.0	6.0	0.0	4.0	2.0	0.0
B0N1W3	PF13641;		K12992;K19354;	K19354	2.0	2.0	0.0	0.0	3.0	0.0	2.0	2.0	0.0	0.0	1.0	0.0	2.0	2.0	0.0	0.0	4.0	0.0	2.0	2.0	0.0	0.0	3.0	0.0
B0N1W5	PF00535;	PF00535;	K23684;K00721;K21349;K20534;	K23684	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0
P0A8F0	-;	PF14681;	K00761;	K00761	1.0	6.0	3.0	5.0	9.0	15.0	1.0	3.0	3.0	3.0	5.0	6.0	4.0	4.0	6.0	3.0	10.0	11.0	1.0	5.0	4.0	5.0	9.0	7.0
Q8A4H9	PF14509;		K21574;	K21574	5.0	3.0	0.0	0.0	0.0	2.0	4.0	3.0	0.0	0.0	0.0	0.0	4.0	2.0	0.0	0.0	0.0	2.0	4.0	2.0	0.0	0.0	0.0	0.0
Q8A4H2	PF01833;		K11997;	K11997	2.0	0.0	1.0	3.0	4.0	2.0	0.0	0.0	1.0	3.0	1.0	0.0	2.0	0.0	2.0	1.0	4.0	5.0	2.0	0.0	1.0	2.0	2.0	2.0
Q8A4H3	PF07715;		K02014;K15721;K21573;K16087;K01814;K16152;K07114;K01686;	K21573	11.0	19.0	2.0	42.0	7.0	18.0	8.0	11.0	1.0	40.0	5.0	7.0	14.0	16.0	6.0	50.0	8.0	19.0	10.0	13.0	1.0	44.0	6.0	3.0
Q8A4H4	PF14322;		K21572;K00857;	K21572	12.0	19.0	6.0	17.0	3.0	16.0	9.0	16.0	7.0	17.0	3.0	4.0	11.0	14.0	8.0	19.0	4.0	12.0	12.0	16.0	6.0	17.0	3.0	5.0
C4II07	unclassified;				0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Q8A4H5	PF16343;	PF14274;DUF4361;			4.0	8.0	1.0	6.0	4.0	12.0	4.0	9.0	1.0	5.0	4.0	1.0	6.0	13.0	4.0	6.0	6.0	3.0	4.0	7.0	1.0	4.0	3.0	1.0
A0A1C7IFK5	-;		K16785;K01807;K02081;K11534;K02444;K03477;K20271;K02530;K02430;K06608;K22103;K02436;K02468;K03436;K21601;K03655;	K06608	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
A0A1C7IFK6	-;		K01919;K13037;K01738;K01945;K11788;K13713;K01955;K22114;K01755;K01952;K16181;		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0
Q8A4H0	PF17678;				5.0	8.0	2.0	11.0	10.0	12.0	4.0	0.0	3.0	8.0	2.0	4.0	5.0	6.0	2.0	18.0	10.0	10.0	7.0	4.0	3.0	11.0	7.0	6.0
A0A1C7IFK4	-;	DUF3881;PF12997;			0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
Q8A4H1	PF00512;		K19693;	K19693	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	3.0	4.0	0.0
B0N1W6	-;				0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
B0N1W7	-;		K03332;K01005;	K01005	2.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0
B0N287	-;	PF03960;	K03741;K00537;K11811;K16509;K04069;K05521;	K00537	9.0	7.0	0.0	11.0	8.0	5.0	5.0	5.0	0.0	8.0	5.0	1.0	8.0	6.0	0.0	9.0	14.0	6.0	8.0	7.0	0.0	12.0	8.0	4.0
A0A1C7I5I6	-;		K02160;	K02160	0.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
B0N1W8	-;		K03332;K01005;	K01005	4.0	4.0	0.0	0.0	2.0	0.0	3.0	3.0	0.0	0.0	1.0	0.0	7.0	5.0	0.0	0.0	0.0	0.0	2.0	4.0	0.0	0.0	2.0	0.0
B0N288	-;		K03491;	K03491	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Q8G5Y6	PF00588;	PF00588;	K03214;K15333;K05926;K22132;K03218;K00556;K03437;K21514;K03501;K12952;	K03437	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
A0A1C7I5I2	-;				1.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
Q8A4G9	-;				16.0	23.0	5.0	15.0	26.0	29.0	13.0	18.0	6.0	12.0	17.0	9.0	15.0	21.0	18.0	16.0	20.0	16.0	14.0	24.0	5.0	14.0	24.0	10.0
B0N1V0	-;		K00845;K03481;K15916;K19337;K15835;	K15835	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
P0A8C1	-;				0.0	2.0	0.0	1.0	1.0	0.0	0.0	2.0	0.0	0.0	1.0	0.0	0.0	2.0	0.0	3.0	2.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0
A0A1C7IFN0	-;		K06201;		2.0	1.0	0.0	0.0	3.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
B0N1V1	-;				2.0	5.0	0.0	0.0	3.0	0.0	2.0	2.0	0.0	0.0	0.0	0.0	2.0	4.0	0.0	0.0	4.0	0.0	2.0	5.0	0.0	0.0	2.0	0.0
B0N1V2	unclassified;				24.0	30.0	0.0	6.0	20.0	0.0	13.0	23.0	0.0	5.0	15.0	0.0	16.0	20.0	0.0	8.0	18.0	0.0	14.0	26.0	0.0	4.0	18.0	0.0
B0N1V3	-;		K12992;K12988;	K12988	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0
B0N273	-;	PF02669;	K01548;	K01548KdpC	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Q8A4G7	PF06824;		K09704;	K09704	3.0	1.0	3.0	8.0	2.0	4.0	1.0	1.0	1.0	5.0	2.0	2.0	3.0	3.0	4.0	7.0	4.0	5.0	1.0	1.0	2.0	6.0	2.0	3.0
Q8A4G8	-;		K01218;		3.0	3.0	0.0	2.0	2.0	2.0	3.0	3.0	0.0	1.0	2.0	1.0	5.0	6.0	0.0	4.0	2.0	3.0	3.0	4.0	0.0	1.0	2.0	1.0
A0A1C7IFN8	-;		K02477;K08083;K01990;K07705;K07707;K12295;K21696;K11641;	K07705	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
P0A8C4	-;		K09895;	K09895	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
A0A1C7IFN7	-;	PF02780;	K00615;	K00615	68.0	118.0	16.0	46.0	48.0	47.0	49.0	73.0	16.0	45.0	29.0	22.0	45.0	50.0	30.0	58.0	26.0	41.0	60.0	120.0	15.0	43.0	44.0	24.0
B0N1V5	-;	PF00534;	K09691;K12583;K16149;K16148;K20922;K16147;K12582;K12989;K13677;K16703;K12986;K13678;K16701;K21012;K21011;K09809;K00713;K01924;K16153;K20444;K03429;K00712;K16150;K03867;K00754;K20921;K06338;K13684;K16557;K13001;K14335;K17249;K12993;K13004;K16555;K17248;K13003;K13000;K19422;K19424;K12995;K12994;K12996;K16558;K02840;K02563;K01912;K00786;K01953;K02844;K00743;K13057;K13058;K00737;K07011;K13659;K13658;K15914;K13657;K00695;K01784;K00693;K05946;K19002;K08256;K03208;K03525;K00696;K16699;K20999;K15521;K16697;K16695;K01181;K03280;K13668;K01014;K21001;K03715;K21002;K21365;K01854;K21369;	K16150	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
B0N275	-;		K07667;	K07667	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
Q8G5X9	-;		K09014;K07033;K09015;	K09014	0.0	0.0	0.0	2.0	6.0	0.0	0.0	0.0	0.0	1.0	3.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0
B0N276	PF00512;	PF00512;	K14980;K07650;K18345;K18072;K11617;K18351;K07641;K20487;K07640;K01768;K03406;K07642;K07644;K07646;K19609;K11525;K11527;K07638;K10819;K07639;K02484;K02660;K02482;K18143;K19694;K07654;K07653;K07315;K07678;K07711;K05874;K20974;	K07646	1.0	1.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	1.0	0.0
B0N277	-;		K07667;	K07667	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
B0N1V8	PF02719;		K00067;K01790;K20432;K19997;	K00067	33.0	32.0	0.0	8.0	14.0	3.0	29.0	29.0	0.0	7.0	8.0	2.0	24.0	22.0	0.0	13.0	14.0	4.0	28.0	24.0	0.0	5.0	12.0	1.0
Q8G5X8	PF03734;	PF03734;			1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
